,category,legName,pieceName,content
1436,employment,Widows’ and Orphans’ Pension Fund Ordinance,23-Officer to notify birth of child.txt,"Every public officer shall, within three months, notify to the directors the date of the birth of each child born to him after the passing of this Ordinance.


"
1437,employment,Widows’ and Orphans’ Pension Fund Ordinance,"24-Death or divorce of wife,death of child and marriage of female child to be notified.txt","Every public officer whose wife shall die or be divorced from him, or whose child, die, or whose female child shall be married, and the guardian of every child who shall , die or of every female child who shall be married, shall, within three months thereof, notify to the directors the date of such death, divorce or marriage.


"
1438,employment,Widows’ and Orphans’ Pension Fund Ordinance,25-Public officers to furnish supplementary declarations or notifications and proof of statements made therein.txt,"(1) If the directors discover that any information specified in a declaration transmitted under section 21 or section 22 or in a notification transmitted under section 23 or section 24 is incorrect or incomplete, the directors may, by written notice, require the public officer or guardian furnishing the information to transmit another declaration or notification giving the correct information or supplying the omission within the time specified in the notice.
It shall be the duty of any public officer or guardian, if required so to do, to transmit such other declaration or notification within the aforesaid time.

(2) Every public officer who transmits to the directors a declaration under section 21 or section 22 or subsection (1) of this section or a notification under section 23 or section 24 or subsection (1) of this section, and every guardian who transmits to the directors a notification under section 24 or subsection 
(1) of this section, shall furnish to the directors such proof of the statements made in the declaration or notification as may be required by them."
1439,employment,Widows’ and Orphans’ Pension Fund Ordinance,26-Penalty for non- compliance with provisions of this Ordinance.txt,"Every public officer who shall in the judgment of the directors have failed, omitted, or refused to perform any duty cast upon him, or to do any act required of him by this Ordinance or by the rules and regulations made as herein provided, or who shall in the judgment of the directors have furnished any false information or made any false declaration, may be adjudged by the directors to pay for each such omission, default, refusal, false information, or declaration a penalty not exceeding fifty rupees. The Deputy Secretary to the Treasury shall, upon the Judgment of the directors being notified to him, deduct such penalty from the first moneys payable to the public officer as salary or otherwise, and shall pay such amount to the credit of the fund."
1440,employment,Widows’ and Orphans’ Pension Fund Ordinance,27-Who shall be entitled to pension.txt,"The widows and orphans entitled to pensions from the fund are the widows and orphans of public officers who have contributed to the fund in accordance with the provisions of this Ordinance or Ordinances Nos. 20 of 1885* and 21 of 1896, save as hereinafter excepted. No pension shall become due, and no pension shall be paid to any widow or orphan of any public officer, until every debt due to the fund by such public officer shall have been fully discharged:
Provided, however, that where the directors are satisfied that the discharge of any debt due to the fund by any public officer cannot be proved on account of the loss of any record of that officer’s contributions to the fund, they may authorize the award and payment of such pension to the widow or any orphan of that officer as would have become due and payable to that widow or orphan had every debt due to the fund by that officer been fully discharged.

"
1441,employment,Widows’ and Orphans’ Pension Fund Ordinance,28-Exemptions from benefits of fund.txt,"No widow of a public officer who dies within one year from the date of his marriage shall be entitled to a pension under this Ordinance unless a lawful child is born of such marriage. The child of any public officer born out of wedlock who has become legitimate by the subsequent marriage of such public officer with the mother of such child while such public officer is contributing to the fund, shall be entitled to a pension or allowance from the fund, unless his father shall have died within twelve months of such marriage, in which case such child shall lose all interest in the fund:
Provided that it shall be lawful for the directors, with the consent of the Secretary to the Ministry charged with the subject of Public Administration, to award a pension to such widow or child if it shall appear to them just and reasonable."
1442,employment,Widows’ and Orphans’ Pension Fund Ordinance,29-When pension to orphans shall cease.txt,"The allowance or pension to orphans shall cease in the case of males at the age of eighteen years, and in the case of females on marriage or at the age of twenty-one years:
Provided, however, that in the case of a male orphan whose father is a public officer appointed after the 14th day of March, 1906, and who attains the age of eighteen years on or after the appointed date, the allowance or pension shall cease at the age of twenty-one years.

"
1443,employment,Widows’ and Orphans’ Pension Fund Ordinance,30-Pension how computed.txt,"The pension or allowance to which a widow or child of a deceased public officer is entitled shall be computed according to tables to be approved of by the President. Such tables shall be adjusted and revised by an actuary or actuaries who shall be, from time to time, appointed by the President. All pensions to widows or children, whether in possession or in expectation and reversion, shall be subject to readjustment, and shall be computed upon the tables so adjusted and revised, and diminished or increased accordingly.




"
1444,employment,Widows’ and Orphans’ Pension Fund Ordinance,31-Periodical valuation of fund.txt,"The actuarial valuations of the fund contemplated in section 30 of this Ordinance shall be made triennially up to and including the 31st day of December, 1933, and thereafter at such times as the President may determine."
1445,employment,Widows’ and Orphans’ Pension Fund Ordinance,32-Application of surplus at periodical actuarial valuations of assets and liabilities of the fund.txt,"Such percentages as the President may, on the recommendation of the directors, from time to time, appoint of such surpluses as may be disclosed by the periodical actuarial valuations provided for by section 31 of this Ordinance of the assets and liabilities of the fund, including the valuation of such assets and liabilities as on the 31st day of March, 1909, shall be applied in increasing the prospective pensions of the widows and orphans of the contributors to the fund at the date of each such valuation, and of former contributors who had ceased to contribute on attaining the age of sixty-five years or on leaving the service, and of all those who may be pensioners at the date of each such valuation, in such shares and proportions and in such manner as the President as advised by the directors, may direct.
The preceding provisions of this section shall have no application in respect of any surplus which may be disclosed by any such valuation of such assets and liabilities as on any day after the 31st day of December, 1930; but every active or prospective pension which in accordance with those provisions has been increased in consequence of any surplus disclosed by any such valuation of such assets and liabilities as on any date prior to the 1st day of January, 1931, shall continue to be payable as so increased, notwithstanding any deficiency which may be disclosed at any such valuation subsequently made.



"
1446,employment,Widows’ and Orphans’ Pension Fund Ordinance,33-Pension to orphans.txt,"When a public officer being a widower and unmarried shall die or have died leaving a child or children entitled to pensions, or when a widow of a public officer shall die or have died and there be a child or children of such public officer surviving entitled to pension, the pensions of such child or children shall be the amount which the widow would have received or had been receiving, equally divided among the children.



"
1447,employment,Widows’ and Orphans’ Pension Fund Ordinance,34-Provision in case of widow marrying.txt,"The widow of a public officer who Provision in marries again shall cease to receive a pension from the date of such marriage; and the children of such widow and public officer shall thereupon, and in the case of the widow of a public officer who has married again and has ceased to receive a pension from the date of such marriage the children of such widow and public officer shall, from and after the coming into operation of this Ordinance, be entitled to pension as hereinbefore provided in the event of the death of both parents."
1448,employment,Widows’ and Orphans’ Pension Fund Ordinance,35-Provision in case of a widow and children of a previous marriage.txt,"When a public officer dies leaving a widow and children the issue of a previous marriage existing when he became a contributor to the fund, or contracted after he became such contributor, and such children are of ages which entitled them to pensions from the fund, such children shall be entitled each of them to an equal share or portion of the half of the pension to which their mother, if she had survived their father, would have been entitled. The widow of such public officer shall be entitled to one-half of the pension to which she would have been entitled had there been no such children; and if the public officer dies leaving no such children, or when they cease to be entitled to pension, then she shall be entitled to the whole of such pension as she would have received had there been no such children. Should the widow die leaving no issue of her marriage with the public officer, the children of the first marriage shall be entitled to such pensions as if the public officer had not contracted such subsequent marriage. Should the widow die leaving children the issue of her marriage with the public officer, such children shall be entitled each to an equal share or portion of the pension to which their mother was entitled.


"
1449,employment,Widows’ and Orphans’ Pension Fund Ordinance,36-Pension to children of a widower.txt,"The children of a widower who shall become or has become a contributor to the fund shall be entitled on his death, and the children of a widower who has contributed to the fund and has died prior to the coming into operation of this Ordinance shall be entitled from and after the coming into operation of this Ordinance, to the pension to which they would have been entitled if their mother had been living at the time of his becoming liable to contribute thereto."
1450,employment,Widows’ and Orphans’ Pension Fund Ordinance,37-Pension to be paid monthly.txt,"The pension payable to any person entitled thereto under this Ordinance shall begin upon the death of the public officer or of his widow, as the case may be, and shall accrue daily and shall be paid monthly. But before any such payment it shall be lawful for the directors to require proof that any widow or child is alive and entitled to the pension claimed by such widow or child."
1451,employment,Widows’ and Orphans’ Pension Fund Ordinance,38-Payment of pension due to a widow.txt,"A pension payable under this Ordinance to a widow may be paid by the directors to a fit and proper person on behalf of the widow. Where the pension is so paid, the  person receiving the pension shall apply it, in accordance with such terms and conditions as may be determined by the directors, for the maintenance, support^ or benefit of the widow and her child or children, if any, who would be entitled on her death to receive a pension under this Ordinance."
1452,employment,Widows’ and Orphans’ Pension Fund Ordinance,39-Failure to maintain child.txt,"Where the directors are satisfied that a widow who is in receipt of a pension under this Ordinance has deserted or abandoned, or is failing to maintain or assist, so far as her means allow, a child who would be entitled on her death to receive a pension under this Ordinance, the directors may, in their absolute discretion, pay to such child, or to a fit and proper person on behalf of such child, such portion of the widow’s pension as they may think fit, and the widow shall have no further claim in respect of any portion of her pension so paid. Any portion of a widow’s pension paid under this section to any person on behalf of a child of the widow shall be applied by that person, in accordance with such terms and conditions as may be determined by the directors, for the maintenance, support, or benefit of such child."
1453,employment,Widows’ and Orphans’ Pension Fund Ordinance,40-Payment of pension due a minor.txt,"A pension payable under this Ordinance to a minor may be paid by the directors either directly to the minor or to such holder of a designated office or such other person as may be appointed, in writing signed by not less than three of the directors, to receive the pension on behalf of the minor. Where the pension is paid to any person so appointed, he shall apply the pension for the maintenance, support, or benefit of the minor in accordance with such terms and conditions as may be determined by the directors.


"
1454,employment,Widows’ and Orphans’ Pension Fund Ordinance,41-Pensions not to be assigned or levied upon.txt,"No pension payable from the fund shall be assigned or transferred, and every assignment or transfer shall be absolutely null and void and of no effect. No such pension shall be attached or levied upon or arrested or taken in execution on account of any debt or payment due by the person to whom such pension is payable.


"
1455,employment,Widows’ and Orphans’ Pension Fund Ordinance,42-Questions and disputes to be decided by Secretary to the Treasury.txt,"Should any question arise as to whether any person is a public officer within the meaning of this Ordinance, or as to whether any person is entitled to any pension as the widow or child of a public officer, or as to the amount of pension to which any widow or child shall be entitled, or as to the meaning or construction to be assigned to any section of this Ordinance, or to any rule or regulation made under the provisions thereof, the directors may on their own initiative, and shall at the written request of such officer, widow, or child, submit such question for decision to the Secretary to the Ministry charged with the subject of Public Administration; and the decision of the Secretary to the Ministry charged with the subject of Public Administration thereon shall be final."
1456,employment,Widows’ and Orphans’ Pension Fund Ordinance,43-Widow not entitled to pension if marriage contracted after officer had ceased to contribute.txt,"No widow of a public officer whose marriage was contracted after he had ceased to contribute, and no child of such marriage, shall be entitled to any pension."
1457,employment,Widows’ and Orphans’ Pension Fund Ordinance,44-Exemption of pensions from estate duty.txt,No pension to which a widow or child of a deceased public officer dying after the commencement of this Ordinance becomes entitled under this Ordinance or any other enactment relating to the pensions of the widows or children of deceased public officers shall be liable to the payment of estate duty under the Estate Duty Ordinance or the Estate Duty Act.
1458,employment,Widows’ and Orphans’ Pension Fund Ordinance,45-No increase or decrease of pension if residing in climate less or more healthy than Sri Lanka.txt,"No pension, whether payable to a widow or to a child or children, shall be increased or decreased by reason of the residence of the person entitled to such pension being less or more healthy as to climate than Sri Lanka."
1459,employment,Widows’ and Orphans’ Pension Fund Ordinance,46-Refund of contributions to bachelors.txt,"(1) In the event of a bachelor retiring from, or otherwise quitting, the public service unmarried, a moiety of the contributions made by such bachelor, but without any interest, shall be refunded to him. And such bachelor and all persons claiming by, through or under him shall cease to have any interest in the fund and shall have no claim thereon.

(2) In the event of a bachelor dying while in the public service, a moiety of the contributions made by him shall be paid, but without interest, to his legal representative,"
1460,employment,Widows’ and Orphans’ Pension Fund Ordinance,47-Application of section 46.txt,"The provisions of section 46 shall not apply in- any case where, on or after the appointed date, a bachelor retires from or otherwise leaves the public service or dies while in such service."
1461,employment,Widows’ and Orphans’ Pension Fund Ordinance,48-Special provisions relating to refunds in the case of bachelors.txt,"(1) Where, on or after the appointed date, a bachelor retires from or otherwise leaves the public service while making contributions under this Ordinance, he shall cease to make such contributions and shall be granted a refund of the entirety of his contributions under this Ordinance with compound interest thereon at 2 1/2 per centum per annum.

(2) Where, before the appointed date, a bachelor ceases to make contributions under this Ordinance while in the public service owing to the expiry of his maximum period of contribution, he shall be granted a refund of one-half of his contributions under this Ordinance without interest.

(3) Where, on or after the appointed date, a bachelor ceases to make contributions under this Ordinance while in the public service owing to the expiry of his maximum period of contribution, he shall be granted a refund of the entirety of his contributions under this Ordinance with compound interest thereon at 2 1/2 per centum per annum.

(4) Where, on or after the appointed date, a bachelor who is eligible to elect under section 13 of this Ordinance to contribute, fails so to elect and, accordingly, ceases to contribute, he shall, on written refund of the entirety of his contributions under this Ordinance with compound interest at 21/2 per centum per annum.

(5) Where a bachelor dies before receiving any refund to which he has become entitled under any of the preceding subsections of this section the amount of that refund shall be paid to his legal representative, or heir, or heirs.

(6) Where, on or after the appointed date, a bachelor dies while in the public service and while making contributions under this Ordinance, the entirety of his contributions under this Ordinance shall be paid to his legal representative, or heir, or heirs, with compound interest thereon at 27a per centum per annum."
1462,employment,Widows’ and Orphans’ Pension Fund Ordinance,49-Concessions to widowers without pensionable children.txt,"(1) In the following cases, that is to say:-
(a) where a contributor, who is a children widower without pensionable children, retires from the public service on pension;
(b) where a contributor, who is a widower without pensionable children, leaves the public service by resignation, transfer, or otherwise;
(c) where a contributor, who is a widower without pensionable children, dies whilst in the public service,
such contributor, or the legal personal representative of such contributor, as the case may be, shall be entitled to a refund without interest of fifty per centum of the repayable contributions of such contributor:
Provided that any contributor who elects to exercise his right under this subsection shall cease to contribute to the fund, and shall have no further claim upon it.

(2) Where a contributor who has retired on pension subsequently becomes a widower without pensionable children, he may elect to cease from contributing to the fund, and shall thereupon have no further claim upon it.

(3) A contributor who elects to exercise his right under this section must do so within six months of the date on which such right matured, and any such election shall be final."
1463,employment,Widows’ and Orphans’ Pension Fund Ordinance,50-Application of section 49.txt,"The provisions of section 49 shall not apply in any case where, on or after the appointed date, a contributor-
(a) being a widower without pensionable children, retires from or otherwise leaves the public service or dies while in such service, or
(b) becomes such a widower after retiring from such service on pension."
1464,employment,Widows’ and Orphans’ Pension Fund Ordinance,51-Special provisions relating to refunds in case of widowers without pensionable children.txt,"(1) Where a widower without pensionable children, by reason of his failure to exercise his right under section 49, does not cease to make contributions under this Ordinance, then-
(a) if he at any time after the appointed date elects to cease to make such contributions, or
(b) if he continues to make such contributions and ceases so to do by reason of the expiration of his maximum period of contribution or by reason of his death,
a refund shall, on the date of such election, expiration or death, as the case may be, be due of the entirety of the contributions made by him under this Ordinance on or after the appointed date with compound interest thereon at 2 1/2 per centum per annum; and the refund so due shall be paid upon written application made for the purpose, to such widower if he is alive, or if he is dead to his legal representative or heir or heirs.

(2) Where, on or after the appointed date, a person who is making contributions under this Ordinance-
(a) retires from or otherwise leaves the public service while a widower without pensionable children, or
(b) becomes such a widower after retiring from or otherwise leaving such service, then-
(i) if he at any time thereafter elects to cease to make such contributions, or
(ii) if he continues to make such contributions and ceases so to do by reason of the expiration of his maximum period of contribution or by reason of his death,
a refund shall, on the date of such election, expiration or death, as the case may be, be due of the entirety of his payable contributions with compound interest thereon at 2 1/2 per centum per annum ; and the refund so due shall be paid upon written application made for the purpose, to such widower if he is alive, or if he is dead to his legal representative or heir or heirs.

(3) Where, before the appointed date, a widower without pensionable children ceases to make contributions under this Ordinance while in the public service owing to the expiry of his maximum period of contribution, he shall be granted a refund of one-half of his repayable contributions without interest.

(4) Where, on or after the appointed date, a widower without pensionable children ceases to make contributions under this Ordinance while in the public service owing to the expiry of his maximum period of contribution, he shall be granted a refund of the entirety of his repayable contributions with compound interest thereon at 2% per centum per annum.

(5) Where, on or after the appointed date, a widower without pensionable children who is eligible to elect under section 13 or under the proviso to section 15 of this Ordinance to contribute fails so to elect, and, accordingly, ceases to contribute, he shall, on a written application made in that behalf, be paid a refund of the entirety of his repayable contributions with compound interest thereon at 21/2 per centum per annum.

(6) Where a widower without pensionable children dies before receiving any refund to which he has become entitled under any of the preceding subsections of this section, the amount of that refund shall be paid to his legal representative, or heir, or heirs.

(7) Where, on or after the appointed date, a widower without pensionable children dies while in the public service and while making contributions under this Ordinance, the entirety of his repayable contributions shall be paid to his legal representative, or heir, or heirs with compound interest thereon at 2 1/2 per centum per annum.

(8) Where a widower without pensionable children elects under subsection (1) or subsection (2) of this section to cease to make contributions under this Ordinance, the election shall be final."
1465,employment,Widows’ and Orphans’ Pension Fund Ordinance,52-Calculation of compound interest for the purposes of sections 48 and 51.txt,"Compound interest on such contributions under this Ordinance as are to be refunded under section 48 or section 51 shall be payable up to the date on which the refund becomes due and not up to the date on which the amount of the refund is paid, and shall be calculated in the same manner as compound interest on the contributions made under this Ordinance by a contributor during his bachelorhood is calculated for the purposes of the computation of the pension in consideration of the contributions so made.





"
1466,employment,Widows’ and Orphans’ Pension Fund Ordinance,53-Provisions to with regard to officers appointed after 14thMarch 1906.txt,"Public officers appointed after the 14th day March, 1906, shall not be allowed to become contributors to the fund, anything in this Ordinance to the contrary notwithstanding; but abatements shall be made from the salaries or pensions of such public officers equivalent to the contributions and other payments which would have been levied from them under the provisions of this Ordinance, and shall be carried to the credit of the general revenue accounts of Sri Lanka:
Provided that the sum so received shall not be assessable for military contribution under the Defence Contribution Ordinance, 1898.*(*Omitted from this Edition as its operation is suspended by Ordinance No. 4 of 1946.)"
1467,employment,Widows’ and Orphans’ Pension Fund Ordinance,54-Application of this ordinance to such officers.txt,"The provisions of this Ordinance, so far as the same are not modified by the provisions of section 53, shall apply to all public officers appointed after the 14th day of March, 1906."
1468,employment,Widows’ and Orphans’ Pension Fund Ordinance,55-Calculation of pensions Increments of salary of existing public officers.txt,"All pensions accruing after the 14th day of March, 1906, in respect of increments of salary of existing public officers shall be calculated according to the tables in Schedule II"
1469,employment,Widows’ and Orphans’ Pension Fund Ordinance,56-Observance of rules in calculating pensions.txt,"The rules contained in Schedule I shall be observed in calculating the pensions payable to the widows and orphans of public officers on the basis of the tables in Schedule II.


"
1470,employment,Widows’ and Orphans’ Pension Fund Ordinance,"57-Computation of pensions of widows or orphans of officers appointed after 14th March, 1906.txt","(1) The pensions to which widows or orphans of deceased public officers appointed after the 14th day of March, 1906, are entitled, shall be deemed to have been computable and payable-
(a) for the period ending on the 31st day of December, 1919, according to the tables in Schedule II;
(b) for the period commencing on the 1st day of January, 1920, and terminating on the day before the appointed date, according to the tables sanctioned by the Governor on the 27th day of February, 1922 ; and
(c) for the period commencing on the appointed date, according to the tables sanctioned by the Governor on the 3rd day of August, 1945 :
Provided, however, that the computation of the variation to be effected, as a result of any variation of the contribution on or after the appointed date, in the pension payable under this Ordinance in respect of any contributor appointed to be a public officer after the 14th day of March, 1906, but before the appointed date, and the computation of the pension payable under this Ordinance in respect of any such contributor who for the first time marries on or after the appointed date, shall be in accordance with the tables sanctioned by the Governor on the 3rd day of August, 1945, or the tables so sanctioned on the 27th day of February, 1922, whichever may produce the larger ultimate pension;
Provided further that, notwithstanding the provisions of rule 1 (a) set out in Schedule I, in the case of a public officer who has been appointed after the 14th day of March, 1906, and who has commenced to be a contributor while a bachelor, compound interest on the contributions made by him during his bachelorhood shall, for the purposes of the computation of the pension in consideration of those contributions, be calculated-
(a) in respect of any period terminating on or before the 31st day of December, 1919, at six per centum per annum;
(b) in respect of any period commencing on or after the 1st day of January, 1920, and terminating before the appointed date, at eight per centum per annum; and
(c) in respect of any period commencing on or after the appointed date, at six per centum per annum.

(2) Such tables may, with the approval of the President be adjusted and revised, from time to time, by an actuary or actuaries appointed by the President, and the tables so adjusted and revised shall be substituted for the tables previously in force and shall come into force on a date which shall be fixed by the President and shall apply to any pension payable in respect of a contributor dying on or after that date, but not to any pension payable to a contributor dying before that date.

(3) All pensions payable under the preceding provisions of this section in respect of public officers appointed after the 14th day of March, 1906, and all amounts to be refunded and all interest to be paid under this Ordinance to such officers or to their legal representatives or heirs, shall be paid out of the Consolidated Fund and are hereby made a charge on the Consolidated Fund.


"
1471,employment,Widows’ and Orphans’ Pension Fund Ordinance,58-Actuarial investigation of scheme of paying pensions in respect of public officers referred to in section 53.txt,"An investigation of the scheme of paying pensions under this Ordinance in respect of public officers referred to in section 53 shall be made, at such times as the President may determine, by an actuary approved by the President."
1472,employment,Widows’ and Orphans’ Pension Fund Ordinance,1-Short title.txt,This Ordinance may be cited as the Widows’ and Orphans’ Pension Fund Ordinance.
1473,employment,Maternity Benefits Ordinance,0-Intro.txt,"MATERNITY BENEFITS
AN ORDINANCE TO MAKE PROVISION FOR THE PAYMENT OF MATERNITY BENEFITS TO WOMEN WORKERS AND FOR OTHER MATTERS INCIDENTAL TO THE EMPLOYMENT OF SUCH WOMEN BEFORE AND AFTER THEIR CONFINEMENT.
Ordinance Nos, 
32 of 1939 
35 of 1946
Act Nos, 
26 of 1952
[28th July, 1941]"
1474,employment,Maternity Benefits Ordinance,1-Short title.txt,This Ordinance may be cited as the Maternity Benefits Ordinance.
1475,employment,Maternity Benefits Ordinance,2-Woman worker not to be employed for four weeks after her confinement.txt,No employer shall knowingly employ a woman worker at any time during the period of four weeks immediately following her confinement.
1476,employment,Maternity Benefits Ordinance,3-Period for which maternity benefit must be paid.txt,"(1) The maximum period for which any woman shall be entitled to the payment of maternity benefit shall be six weeks, that is to say, two weeks up to and including the day of her confinement and four weeks immediately following that day.

(2) If a woman dies during the twelve weeks referred to in paragraph (a) or six weeks referred to in paragraph (b) of subsection (1), the maternity benefit shall be payable only for the days up to and including the day of her death."
1477,employment,Maternity Benefits Ordinance,4-Qualifying period of employment for maternity benefit.txt,"(1) No woman shall be entitled to maternity benefit unless she has worked under the employer from whom she claims such benefit for not less than one hundred and fifty days within the period of one year immediately preceding the date of the notice required by section 7 (2).

(2) Where a change of employer occurs in any shop, mine, estate or factory in which a woman worker is employed, service rendered by that worker under the old employer shall be deemed to be service rendered under the new employer for the purpose of computing the period of employment by virtue of which she may be entitled to maternity benefit under subsection (1).

"
1478,employment,Maternity Benefits Ordinance,5-Liability of employer and rate of maternity benefit.txt,"(1) Subject to the provisions of subsections (2), (3) and (4), the employer of a woman worker shall pay to such worker maternity benefit at the prescribed rate for the entirety of the period of two weeks immediately preceding her confinement and of the period of four weeks immediately following her confinement.

(2) No woman worker who has worked in her employment on any day during the period of two weeks immediately preceding her confinement shall be entitled to any maternity benefit for that day or for that part of the period which precedes that day.

(3) Where the Commissioner has issued to any employer a written certificate which stales that such employer is an employer who has made arrangements for providing for woman worker employed on his estate such alternative maternity benefits as may be prescribed, such employer shall provide, in lieu of the maternity benefits referred to in subsection (1), those alternative maternity benefits
(a) to every female labourer who is resident on such estate ; and
(b) to every female labourer who is not resident on the estate and who has, prior to her confinement, given notice in the prescribed manner to such employer of her desire to receive those alternative maternity benefits.

(4) Any female labourer referred to in subsection (3) who refuses to accept from her employer the alternative maternity benefits referred to in that subsection shall not be entitled to receive the maternity benefit referred to in subsection (1),

(5) A certificate issued to any employer under subsection (3) shall be liable to be cancelled by the Commissioner, if the Commissioner is satisfied, after such inquiry as he may deem necessary, that the employer has ceased to make arrangements for providing for female labourers on his estate the alternative maternity benefits referred to in that subsection.

(6) Where a certificate issued to any employer of an estate under subsection (3) is cancelled by virtue of the provisions of subsection (5), the employer shall pay to the female labourers on his estate, the maternity benefit referred to in subsection (1).

(7) Where payment of money in cash is to be part of the alternative maternity benefits referred to in subsection (3), the Minister shall not prescribe as the amount of such payment any sum which exceeds, or any sums which in the aggregate exceed, four-sevenths of the total amount payable as maternity benefit under subsection (1).

(8) In the computation of the periods in respect of which payments are made under this section, Sundays and holidays shall be taken into account.

"
1479,employment,Maternity Benefits Ordinance,"6-Women not to claim benefits, in respect of the same confinement, from more than one employer.txt",Nothing in the provisions of section 4 or section 5 shall be deemed to entitle any woman to claim either the maternity benefit or the alternative maternity benefits referred to in this Ordinance from more than one employer in respect of the same confinement.
1480,employment,Maternity Benefits Ordinance,7-Notice to employer of confinement or expected confinement.txt,"(1) A woman worker may, prior to her confinement, give notice to her employer that she expects to be confined within a month from the date of such notice.

(2) A woman worker who has been confined shall, within one week of her confinement give notice to her employer of the date on which she was confined and for the purpose of ascertaining the number of days she will be permitted to absent herself from the employment specify the number of children she has on such date on which she was confined.

(3) A woman worker who gives notice under subsection (1) or subsection (2) may in such notice nominate some other person to whom her maternity benefit may be paid on her behalf; and any payment of any maternity benefit made to the person so nominated shall, for the purposes of this Ordinance, be deemed to be payment to the woman worker who nominated such person.

(4) The employer shall, on receipt of a notice from a woman worker under subsection (1) or subsection (2), permit that woman worker to absent herself from employment until the expiry of four weeks after the day of her confinement.

(5) If a woman works in any employment after she has been permitted by her employer to absent herself under subsection (4), she shall forfeit her claim to the payment of maternity benefit to which she is entitled.

"
1481,employment,Maternity Benefits Ordinance,8-Payment of maternity benefit.txt,"The amount of maternity benefit for the period up to and including the day of confinement shall be paid by the employer to the woman within forty-eight hours of the production of such proof of confinement as may be prescribed. The amount due for the subsequent period shall be paid to the woman in two instalments at the end of the second and the fourth week, respectively, after her confinement."
1482,employment,Maternity Benefits Ordinance,9-Payment of maternity benefit before death of woman.txt,"If a woman worker entitled to maternity benefit under the provisions of this Ordinance dies during the period for which she is entitled to such benefit, the employer shall pay the amount of maternity benefit due to the person nominated in the notice given under section 7 (3) or, if there is no such person, to her heir-at-law."
1483,employment,Maternity Benefits Ordinance,10-Woman worker not to be given notice of dismissal during authorized absence from employment.txt,"When a woman worker absents herself from work in accordance with the provisions of this Ordinance, it shall not be lawful for her employer to give her notice of dismissal during such absence or on such a day that the notice will expire during such absence."
1484,employment,Maternity Benefits Ordinance,11-Right to maternity benefit unaffected by notice of dismissal in specified circumstances.txt,"(1) No notice of dismissal given without sufficient cause by an employer to a woman worker within a period of five months before her confinement shall have the effect of depriving her of any maternity benefit or alternative maternity benefits to which but for such notice she would have been, or would on or before the date of her confinement have become, entitled under this Ordinance.

(2) If any question arises as to whether any notice of dismissal given under subsection (1) was or was not given for sufficient cause, it shall be referred to the Commissioner whose decision shall be final."
1485,employment,Maternity Benefits Ordinance,12-Liability to pay maternity benefits to be first charge on assets.txt,"The liability of an employer to pay any sum of money as maternity benefit to a woman worker employed by him in any shop, mine, estate or factory shall be a first charge on the assets of that shop, mine, estate or factory."
1486,employment,Maternity Benefits Ordinance,13-Power to obtain information.txt,"(1) The Commissioner may at any time by notice communicated to any employer require him to furnish before a specified date a return containing such particulars as may in the opinion of the Commissioner be necessary for the purposes of this Ordinance, and it shall be the duty of such employer, when so required, to furnish such a return to the Commissioner before that date.

(2) Any notice of the Commissioner under subsection (1) shall be deemed to have been duly communicated to any employer to whom such notice is applicable if it is-
(a) published in the Gazette ; or
(b) sent by letter posted to such employer at his usual place of business or residence.

"
1487,employment,Maternity Benefits Ordinance,14-Powers of inspection.txt,"(1) The Commissioner or any special officer may at any time during the day enter any factory, estate, mine or shop where women are employed, for the purposes of inspection and of ascertaining whether the provisions of this Ordinance have been complied with or contravened; and, for such purposes, the Commissioner or such officer may make all such inquiries as he may deem necessary, and it shall be the duty of the employer of such women to furnish the Commissioner or the special officer with all such information as he may require.

(2) The Commissioner and every special officer shall be a public servant within the meaning of the Penal Code."
1488,employment,Maternity Benefits Ordinance,15-Regulations.txt,"(1) The Minister[1] may make regulations for the purpose of carrying out or giving effect to the principles and provisions of this Ordinance.

(2) In particular, and without prejudice to the generality of the powers conferred by subsection (1), the Minister1 may make regulations for or in respect of all or any of the following matters :-
(a) any matter required by or stated in this Ordinance to be prescribed ;
(b) the preparation, maintenance and inspection of registers of women workers and the particulars to be entered in such registers ;
(c) the inspection of factories, estates, mines, and shops;
(d) the manner of giving and serving notices under this Ordinance and the maintenance of notice-boards and notice-books ;
(e) the method of payment of maternity benefit in so far as provision has not been made therefor in this Ordinance ;
(f) the alternative maternity benefits required to be prescribed for the purposes of the exemption referred to in subsection (3) of section 5 ;
(g) the duties and powers of a special officer under this Ordinance ;
(h) other matters incidental to or connected with the matters herein before enumerated.

(3) No regulation shall have effect unless it has been approved by the Senate and the House of Representatives.[1] Notification of such approval shall be published in the Gazette.

(4) Every regulation shall, on publication of the notification of the approval[1] of that regulation under subsection (3), be as valid and effectual as if it were herein enacted."
1489,employment,Maternity Benefits Ordinance,16-Offences and penalties.txt,"Any employer who acts in contravention of any provision of this Ordinance or of any regulation made thereunder, or any woman who claims any benefit under the Ordinance in respect of the same confinement from more than one employer, shall be guilty of an offence and shall, on conviction after summary trial before a Magistrate, be liable to a fine not exceeding five hundred rupees."
1490,employment,Maternity Benefits Ordinance,17-Prosecutions not to be instituted except or with sanction of sanction commissioner.txt,No prosecution for any offence against this Ordinance regulation made thereunder shall be instituted except by the Commissioner or with his written
